H3k4me3	H3k27me3	measured_log2
6.19	0.93522548	5.99783
6.115	-0.05636898	2.86923
5.08	-0.24554094	0.71989
5.508	0.14683175	5.76026
4.165	0.61673264	2.91414
3.732	0.30381986	1.65472
3.918	-0.24554094	5.53261
5.806	0.52552716	5.0063
2.149	1.04028189	-5.05889
4.356	1.94885104	-0.46788
5.488	1.17739448	3.67077
5.517	-0.24554094	3.03087
5.479	-0.24554094	7.34417
5.469	-0.23349783	6.51675
2.162	0.16774002	-5.05889
5.384	0.26796176	3.48979
5.651	-0.13579814	0.95294
2.141	0.30027424	-5.05889
4.354	0.8713378	4.05353
5.608	0.10272862	3.74723
3.945	-0.24554094	7.92922
3.842	4.18851166	-5.05889
5.578	0.62242388	4.50997
5.03	1.44214171	-0.58798
4.112	0.74312928	-2.29863
5.429	-0.24554094	4.58479
4.083	0.95339895	1.82898
5.607	-0.24554094	7.32923
5.122	0.09865194	-0.35702
4.79	0.13891335	4.88466
4.356	0.53057965	6.52944
4.973	-0.24554094	0.90924
5.91	-0.24554094	6.60328
3.654	2.63157916	-5.05889
2.315	-0.24554094	-5.05889
5.806	-0.04730642	4.05353
2.429	-0.24554094	-5.05889
2.417	0.2460109	-5.05889
4.546	-0.00282401	-2.29863
3.435	-0.24554094	4.27627
5.293	0.52957057	3.73476
5.273	0.19727343	7.6606
5.283	0.71410874	3.81982
4.392	0.29671871	-0.46788
2.195	1.94090322	-5.05889
3.035	0.08772279	-5.05889
4.529	1.32720416	4.87617
5.801	0.20108235	3.26556
5.135	1.42487344	5.14933
5.42	-0.24554094	2.72546
6.059	0.4041374	2.83461
4.407	0.70787678	0.4418
2.316	-0.24554094	-5.05889
5.826	1.22243331	1.03655
2.162	0.52957057	-5.05889
3.787	-0.24554094	0.71989
5.988	0.15470823	2.83461
4.39	1.07251708	4.54964
5.462	-0.24554094	5.47007
5.808	-0.24554094	4.15523
5.58	0.12026363	5.6233
6.182	0.69892739	3.6838
5.395	0.82108277	3.10052
3.704	5.15593536	-5.05889
2.591	1.36729248	-5.05889
5.279	2.32456854	0.17286
5.672	0.4968984	5.53441
1.954	-0.24554094	-5.05889
2.983	1.34681479	0.17286
5.566	-0.24554094	2.50835
4.74	0.49379637	3.04103
6.069	0.12294363	5.59943
5.457	-0.24554094	2.72546
6.143	0.90285269	5.00889
5.886	-0.24554094	9.11881
1.954	0.65795317	-5.05889
4.383	1.80530049	0.09699
4.618	0.41401477	4.59516
6.079	0.53259571	3.95489
4.835	0.74921112	0.31358
1.954	0.52957057	-5.05889
5.461	1.62617252	1.26173
5.472	1.05087044	6.00043
2.159	1.64586739	-5.05889
5.763	-0.16818101	3.43691
4.601	2.00547884	2.93607
2.17	0.53662038	-5.05889
5.649	0.08222769	2.95769
5.254	-0.21477378	4.35574
4.303	0.26068145	1.65472
5.402	0.04880598	6.1046
4.906	1.96723113	1.42578
6.139	0.48341024	6.60414
1.954	1.86852063	-5.05889
4.34	1.55604651	1.75686
5.021	-0.24554094	4.40376
4.655	-0.24554094	1.26173
5.557	0.21621453	3.81982
4.808	1.23363008	2.78712
3.592	-0.24554094	-5.05889
5.652	-0.24554094	4.41552
4.732	-0.15514042	4.25461
3.846	0.60815393	-1.64946
4.793	-0.24554094	2.28723
5.681	-0.24554094	3.66422
4.411	2.11179569	-3.51042
5.523	-0.24554094	-5.05889
2.663	6.39101668	-5.05889
4.347	0.15470823	2.92515
4.575	0.13094993	7.21049
4.967	0.43032752	4.37192
4.72	-0.24554094	5.93385
5.964	-0.24554094	6.23642
4.843	0.52957057	5.62836
5.83	0.36053673	1.39443
5.523	-0.24554094	2.3042
5.351	2.62639462	4.22372
3.685	0.95865671	-0.15798
3.015	1.8637242	2.47876
1.954	-0.24554094	-1.20336
2.289	0.3272395	-5.05889
5.426	0.52957057	6.06533
3.944	4.45059759	2.90304
5.951	1.32371562	3.4292
5.174	-0.24554094	0.17286
2.25	1.73874167	-5.05889
2.467	3.51326326	-2.78087
3.418	0.05723462	-1.93783
3.349	1.51176124	1.91987
5.359	-0.24554094	1.36238
6.057	-0.24554094	5.48875
5.779	0.52957057	2.70004
5.133	-0.24554094	3.79603
3.536	1.33877208	0.37911
2.255	0.02035137	-5.05889
5.387	0.77072374	5.70543
2.58	-0.24554094	-5.05889
5.424	-0.24554094	4.85905
1.954	-0.01161057	-5.05889
5.218	3.39593055	3.56211
4.188	5.29438179	-5.05889
2.402	-0.24554094	-5.05889
5.424	0.52957057	5.5505
6.088	-0.24554094	0.99535
5.962	-0.24554094	1.26173
5.877	0.1857885	5.69581
5.259	0.78601705	5.21136
5.036	0.67356951	-2.78087
2.302	0.52957057	-5.05889
5.185	-0.24554094	4.62249
4.711	-0.24554094	1.57306
5.236	0.29315558	-5.05889
4.74	-0.099435	-5.05889
5.268	1.58012592	0.17286
4.233	4.11430867	0.99535
2.29	0.58210743	-5.05889
2.044	1.67308123	-5.05889
5.822	-0.24554094	5.14227
2.734	1.18766607	3.44459
4.758	1.5244797	2.52292
5.541	1.15204675	4.90427
3.835	1.08699395	1.48651
1.954	0.56053151	-5.05889
5.006	0.23861992	5.31964
5.745	0.23985438	2.62099
5.866	-0.24554094	6.4478
6.557	-0.10412637	2.32097
5.456	-0.24554094	5.11608
5.191	0.948877	3.13886
2.17	1.68355699	-5.05889
2.44	1.09520169	1.96324
4.585	-0.24208979	3.89456
4.972	0.35256924	3.45221
4.067	0.95865671	2.27006
3.619	2.22303617	7.19066
2.162	0.80449098	-5.05889
5.874	-0.24554094	5.16567
3.877	4.84627765	-5.05889
6.013	0.14287798	6.57034
3.676	1.52802087	5.40667
6.266	1.05368098	3.80201
4.648	1.15989359	-1.40923
4.938	-0.24554094	6.59296
5.518	0.28958362	1.94172
4.36	2.99618073	-5.05889
5.263	-0.1813404	2.83461
4.057	-0.24554094	1.51594
5.445	0.52957057	3.48234
4.503	0.39197274	2.28723
4.278	0.13094993	1.32961
2.139	1.38246776	-5.05889
5.05	2.51531872	3.8139
5.852	0.96837057	3.60382
5.444	1.30319009	3.08096
4.542	1.53859749	2.78712
4.207	-0.24554094	3.2036
6.561	1.30849454	-5.05889
4.621	0.52957057	4.08823
5.782	0.52957057	10.206
2.274	1.07804922	-5.05889
5.554	-0.05636898	9.70525
4.39	0.40633798	4.59172
2.195	-0.24554094	-5.05889
3.559	-0.24554094	-1.64946
4.803	1.86011638	4.11252
5.62	0.41510797	6.83037
5.7	0.52957057	-0.719
2.358	1.01238235	-5.05889
5.795	0.52653908	4.69825
4.739	0.95640573	2.79914
5.671	-0.1390039	2.70004
4.383	0.42491076	-0.719
4.634	5.36298177	-5.05889
2.255	1.86532478	-5.05889
5.702	-0.23178557	4.06353
5.104	0.54563381	1.73199
3.187	1.28894879	2.40202
5.285	-0.24554094	5.14933
2.033	0.82273216	-5.05889
2.308	1.72734521	-5.05889
4.869	0.89503846	5.85399
3.672	-0.21816013	1.39443
5.965	0.57037886	6.51037
4.789	1.60525227	2.81106
5.616	0.89268592	2.23509
1.954	1.65237152	-5.05889
2.363	2.03387031	-5.05889
5.655	0.52957057	3.29981
5.443	0.4896513	3.19453
6.285	0.52957057	6.16507
5.106	0.38082414	4.72055
4.778	-0.24554094	-0.25407
5.146	0.64961772	-1.93783
2.363	0.17033206	2.49363
5.222	0.52957057	4.1364
5.638	1.22180871	2.28723
5.23	0.84966743	7.29515
6.007	-0.22666095	6.30441
4.627	0.64961772	4.1876
5.498	0.82355574	5.11127
5.155	0.55459127	5.79819
4.746	0.66624164	0.0169
1.954	-0.24554094	3.38999
4.45	1.02030623	-1.20336
3.192	1.34681479	-5.05889
4.585	1.41943613	2.55163
4.879	3.04237284	3.44459
5.225	0.41292074	-2.29863
6.196	-0.24554094	-5.05889
4.303	-0.24554094	0.0169
4.31	0.38640866	-2.29863
3.734	-0.24554094	-0.86311
1.954	-0.24554094	-5.05889
4.561	0.52957057	2.55163
5.193	-0.24554094	5.87117
5.981	0.95865671	6.43822
3.331	4.8037643	-5.05889
2.703	-0.24554094	-2.29863
4.791	0.51638683	0.71989
5.045	0.08635098	1.42578
5.933	0.681769	4.01282
2.045	0.41292074	-5.05889
4.656	0.48028008	-0.86311
5.896	-0.24554094	5.70543
4.931	0.52957057	2.85778
4.734	0.53360268	2.70004
1.954	-0.24554094	-2.78087
4.158	0.46346914	3.10052
2.122	2.69461268	-5.05889
3.551	0.81612573	3.01034
6.334	0.41292074	3.28279
1.954	-0.24554094	-5.05889
1.954	-0.24554094	-5.05889
5.962	0.24969346	5.09916
2.402	-0.24554094	-5.05889
4.598	-0.24554094	2.93607
4.586	1.8713112	1.48651
4.995	-0.24554094	-0.25407
5.46	-0.1422168	4.87049
6.188	-0.24554094	4.6157
5.258	0.25091849	5.01921
4.207	1.18702624	3.38999
4.932	-0.24554094	-3.51042
5.991	0.52957057	4.14585
2.381	-0.20802483	-5.05889
2.5	1.74788123	-5.05889
5.272	1.1559755	3.88331
4.409	1.47396323	1.03655
4.45	-0.24554094	-1.40923
5.059	0.37858427	-5.05889
1.965	0.80031346	-5.05889
5.707	-0.19462092	4.91259
5.459	1.73217778	3.42144
2.315	0.77243084	-5.05889
5.956	-0.19295416	4.71739
3.843	-0.05788496	-2.29863
6.195	0.81115078	1.39443
5.292	-0.24554094	4.59516
5.745	1.69979567	2.44855
5.255	1.10200598	4.46917
4.578	0.26917138	-0.06789
6.5	0.49586548	4.20125
4.135	0.10679381	3.80201
3.964	1.86732301	0.37911
5.722	-0.24554094	2.59364
5.084	-0.20634252	3.16697
5.057	-0.24554094	1.51594
5.236	1.65051618	-1.02322
2.172	2.56073194	-5.05889
5.234	-0.1390039	3.90014
5.533	0.2137037	4.31863
1.993	2.13553798	-5.05889
3.765	2.35764193	0.81767
5.21	-0.03979604	6.81492
5.078	-0.24554094	1.51594
4.966	-0.099435	1.22656
3.5	1.35024799	-1.02322
5.431	0.35370999	7.40197
5.939	-0.24554094	1.60079
5.226	-0.22836714	5.40274
5.611	0.52957057	6.82377
4.192	0.85531718	-5.05889
4.529	-0.00867577	-1.20336
3.952	-0.24554094	3.75958
5	-0.24554094	1.11558
2.16	0.55657407	-5.05889
4.979	-0.24554094	1.11558
5.171	-0.24554094	3.23048
4.606	0.81695309	3.63769
5.141	-0.24554094	2.10556
5.182	0.31088622	3.2036
3.047	5.40767904	2.49363
2.455	3.90806346	-5.05889
4.804	1.68128709	0.24494
4.184	-0.24554094	4.87334
5.469	0.26796176	3.97623
5.949	-0.24554094	8.16954
3.911	1.16640018	1.80534
5.363	-0.24554094	3.03087
5.314	0.52957057	4.0384
5.298	-0.23692847	3.87765
5.09	-0.23521213	4.38395
5.603	0.95339895	5.83806
5.056	1.84842943	1.82898
1.954	-0.24554094	-5.05889
5.316	0.03180093	3.4058
4.906	-0.24554094	7.2189
1.954	0.74834398	-5.05889
4.991	0.57234009	3.24813
1.967	2.0166851	-5.05889
6.018	0.52957057	6.62032
5.818	1.17223113	7.73171
4.992	1.09588356	4.28911
5.443	0.40743701	2.88059
4.514	4.54232612	-1.93783
2.481	0.28241189	-1.93783
2.248	1.54310458	-5.05889
2.37	3.78522614	-5.05889
5.922	-0.23349783	5.00371
3.502	2.53279806	1.11558
4.859	0.95565462	2.68717
2.447	1.04946311	-5.05889
3.858	-0.24554094	4.69504
4.027	0.71410874	4.65592
5.589	-0.24554094	4.71421
5.595	0.52957057	5.49061
6	1.22742038	3.13886
5.52	0.65240156	1.07661
4.682	0.48341024	4.64264
5.902	-0.24554094	1.15353
2.162	9.444e-05	-2.78087
4.376	-0.24554094	5.70702
4.213	0.84155813	1.26173
6.261	0.77923993	2.47876
5.449	0.64589664	-1.93783
5.453	-0.24554094	1.62801
5.598	-0.24554094	-5.05889
2.14	0.45392573	-5.05889
3.382	1.76083812	1.03655
4.855	1.44053206	-5.05889
6.408	-0.24554094	3.94411
5.97	0.52957057	7.00788
5.346	0.52552716	5.70543
6.34	-0.24554094	4.04851
2.296	0.38640866	-3.51042
5.629	0.44966328	-5.05889
2.278	0.7944437	-2.78087
4.458	3.83397284	0.66839
5.829	0.95865671	1.70669
4.279	4.66337306	-0.86311
5.651	0.07394423	1.51594
2.827	0.95189321	0.24494
5.478	0.56053151	6.71059
5.685	-0.24554094	-1.02322
5.565	1.19277458	3.37401
4.351	2.07214679	-1.64946
2.602	2.05716585	0.76961
1.954	-0.24554094	-5.05889
5.818	1.34164963	5.46064
4.631	-0.24554094	4.60204
4.478	-0.24554094	3.37401
5.264	-0.1796889	1.36238
5.622	-0.24554094	7.77419
4.92	0.29790565	-1.93783
5.438	0.3662013	9.17784
4.035	1.06347496	-0.719
3.544	5.36255754	-5.05889
5.843	0.56250617	3.58312
5.237	-0.24554094	1.96324
2.532	1.07182407	-5.05889
4.451	1.23176998	3.87197
1.956	0.26068145	-5.05889
4.956	0.98760426	0.90924
2.339	1.32255089	-5.05889
3.757	1.0828725	-1.02322
5.221	0.52957057	-5.05889
5.122	-0.10412637	6.30968
5.857	0.4739993	8.53426
5.527	-0.1616459	5.7541
5.561	0.74399956	0.71989
5.401	0.52957057	7.3136
6.044	-0.1747457	5.24251
4.831	-0.14382593	5.3506
4.513	0.49586548	5.02434
3.748	0.40633798	1.60079
5.893	1.54410424	1.29606
4.598	1.80070299	1.73199
2.206	0.9794982	0.17286
6.286	0.50616264	6.30441
5.5	-0.11987534	2.56577
4.116	-0.24554094	1.80534
2.311	1.07043705	-5.05889
5.043	-0.18630628	1.57306
3.226	2.792722	-1.93783
4.202	2.2073461	-0.06789
2.492	3.94514878	-5.05889
2.162	-0.02934736	-5.05889
5.788	-0.24554094	7.25098
3.321	1.92870742	2.88059
5.312	0.3272395	1.15353
3.335	1.20673665	-1.93783
4.095	2.18027184	-1.40923
5.287	-0.12781478	3.83741
5.047	-0.1009971	5.03708
2.094	0.76387424	-5.05889
3.599	2.4087579	-5.05889
2.067	3.41326904	-5.05889
6.648	0.98613381	6.8779
4.909	0.52957057	-1.64946
2.779	1.30672855	-5.05889
1.956	1.75307796	-5.05889
2.479	0.21621453	-5.05889
2.165	1.41178929	-5.05889
5.398	0.48757429	4.88466
4.493	5.11400878	-0.35702
1.954	0.96613471	-5.05889
5.954	-0.20130731	4.52813
5.149	0.09865194	-2.29863
5.486	-0.24554094	0.24494
5.351	-0.09631588	-0.86311
5.627	-0.20634252	5.68775
5.128	-0.24554094	2.23509
6.178	0.02322194	5.12566
4.206	-0.11040534	-0.46788
5.117	1.38637474	7.13839
5.895	0.69713101	0.71989
3.876	0.92451759	2.44855
6.186	-0.01014242	4.79146
2.151	0.40633798	-5.05889
5.749	0.59856193	2.68717
5.128	1.07182407	6.70501
4.736	1.03460273	2.76277
5.464	-0.24554094	-2.78087
6.59	0.52856078	3.04103
5.73	0.52957057	3.46736
2.109	1.05718646	-5.05889
5.039	0.46241095	3.93324
5.075	0.95865671	3.56211
5.93	0.95865671	-5.05889
4.582	0.47923518	3.04103
2.239	-0.03829895	-5.05889
5.369	-0.24554094	1.42578
4.441	-0.04730642	7.85018
5.544	-0.24554094	-5.05889
4.224	-0.24554094	2.02596
6.321	1.2073678	1.62801
5.984	0.89973207	2.52292
5.746	-0.24554094	4.76719
4.885	0.60624082	5.9913
5.12	1.65237152	-1.93783
3.14	-0.24554094	5.38889
5.195	5.00473056	-5.05889
5.724	-0.24554094	0.24494
5.052	0.59759931	2.56577
4.023	1.02675719	-1.93783
2.162	0.07394423	-5.05889
4.351	-0.24554094	5.53979
2.039	-0.06549035	-5.05889
3.079	-0.24554094	2.79914
5.083	0.44645895	4.60547
4.184	0.60815393	4.48041
3.83	-0.24554094	3.41365
1.954	-0.24554094	-5.05889
5.341	-0.24554094	3.51915
4.016	0.44645895	0.71989
2.27	-0.24554094	-0.86311
4.231	2.50200196	2.35394
1.954	-0.24554094	-5.05889
4.162	0.52957057	2.64783
5.504	-0.24554094	7.28022
2.902	3.37585538	-3.51042
2.248	-0.24554094	-0.15798
3.972	-0.14866413	3.28279
1.954	0.58502546	-5.05889
3.888	-0.2403673	-1.93783
1.954	-0.24554094	-5.05889
5.278	-0.24554094	8.49277
4.569	-0.23521213	2.67417
4.544	-0.24554094	3.10052
2.007	0.2237209	-5.05889
1.954	1.41124154	-5.05889
4.532	-0.01161057	0.86418
1.954	-0.24554094	-5.05889
5.158	-0.24554094	2.28723
3.753	0.68901861	1.91987
4.585	-0.24554094	2.33755
4.584	-0.24554094	3.32497
2.315	1.04382005	-5.05889
1.954	-0.24554094	0.24494
2.221	-0.02045244	-5.05889
2.485	0.71410874	-5.05889
3.882	-0.24554094	1.57306
3.584	3.35635223	-5.05889
3.465	-0.24554094	2.84624
4.302	-0.24554094	3.17621
3.803	-0.01161057	3.91679
1.954	0.02322194	-5.05889
5.275	-0.24554094	2.19925
2.362	-0.24554094	-5.05889
2.193	0.88718168	-5.05889
2.842	0.52957057	2.67417
4.184	-0.24554094	4.87617
1.954	1.23672494	-1.93783
1.954	-0.24554094	-5.05889
3.939	-0.24554094	1.73199
5.132	-0.24554094	-2.78087
3.791	-0.20634252	0.50187
4.329	-0.24554094	1.42578
2.546	0.79107928	-5.05889
3.923	0.89347053	2.49363
2.33	-0.24554094	-5.05889
2.543	0.41292074	-5.05889
2.281	0.46029432	-5.05889
4.644	-0.1422168	6.76982
1.954	0.76215698	-5.05889
1.954	0.51740518	-5.05889
5.787	0.65147421	-1.02322
1.954	0.83503755	-5.05889
4.363	0.92911642	5.08205
5.834	0.52957057	1.65472
5.475	0.28958362	2.71281
3.83	0.73702168	-0.86311
2.998	4.41394601	-5.05889
5.817	-0.24554094	4.31026
4.63	0.95038589	-0.35702
3.749	4.13411409	-1.93783
4.737	-0.24554094	2.19925
5.724	-0.24554094	5.30917
5.827	-0.24554094	-1.02322
5.758	0.16384322	1.82898
2.149	1.82846076	-5.05889
2.069	0.80865726	-5.05889
3.625	5.001505	-2.78087
3.354	6.61552811	-5.05889
3.048	0.47923518	-5.05889
4.895	-0.23864687	4.87049
5.254	0.2871974	5.20686
5.195	1.24474063	-5.05889
5.687	0.60432516	7.15661
5.438	-0.24554094	-3.51042
4.571	-0.24554094	4.73938
5.6	1.54759763	5.04719
4.957	-0.24554094	0.17286
4.279	3.47091418	-0.719
2.178	0.06421992	-5.05889
2.162	1.25515593	-5.05889
2.877	-0.24554094	-3.51042
3.983	0.52957057	4.79447
5.914	1.46290536	7.38512
5.204	-0.24554094	1.62801
5.008	3.67077231	-2.78087
6.008	0.71677098	9.61908
5.577	1.28237424	3.44459
6.172	0.02322194	4.098
4.503	1.29252231	1.70669
5.8	0.26796176	5.69421
4.457	0.26311311	3.77791
3.794	0.73702168	-1.40923
4.964	1.09315412	-0.86311
5.719	0.52957057	5.38291
3.252	-0.24554094	2.94692
4.809	1.34738756	-1.20336
4.569	-0.24554094	0.86418
2.971	1.09178747	2.4177
5.059	-0.24554094	5.53441
2.362	1.67719225	-5.05889
1.954	-0.1422168	-5.05889
2.699	3.84425502	-5.05889
5.454	-0.16818101	3.75958
5.416	-0.24554094	0.24494
5.026	-0.24554094	-5.05889
5.47	-0.24554094	3.77183
4.718	-0.23692847	5.77707
1.966	0.38082414	-5.05889
5.227	-0.21985629	0.76961
4.834	-0.24554094	0.55954
5.183	2.0941548	2.47876
4.782	0.02322194	0.90924
6.065	1.45867044	0.31358
5.835	0.75353904	2.04628
4.946	0.54263492	-5.05889
5.613	0.89347053	2.775
1.954	-0.24554094	-5.05889
2.312	-0.24554094	0.50187
4.66	0.7681593	1.29606
5.388	0.52957057	4.8533
2.194	1.37574536	-5.05889
4.424	0.31791698	0.61499
3.804	0.62147705	-5.05889
3.43	-0.24554094	2.90304
5.186	0.84155813	5.0063
3.712	0.52957057	3.47488
5.494	0.52957057	1.19051
4.264	2.17059473	-0.46788
2.43	-0.24554094	-5.05889
4.355	0.31088622	4.27196
5.511	-0.24554094	-0.35702
4.052	2.07214679	-5.05889
5.707	0.59856193	5.62836
4.923	0.95865671	5.80714
4.835	0.52957057	4.23261
4.312	-0.24554094	8.69368
6.086	0.25336543	2.56577
5.525	2.04909034	-1.20336
4.927	0.42491076	4.45024
5.445	-0.02045244	4.33937
6.044	-0.24554094	5.13042
4.429	3.30109439	-1.20336
5.525	-0.24554094	0.66839
4.972	0.96837057	4.30606
4.568	2.83356807	-5.05889
3.549	1.65144415	1.70669
6.271	0.65240156	1.22656
5.994	-0.24208979	4.28484
5.137	-0.24554094	3.46736
5.401	0.52957057	4.15523
1.954	1.0416982	-5.05889
4.069	0.86894547	-1.40923
5.502	-0.24554094	6.19381
6.02	-0.23692847	4.40769
4.777	2.12588562	2.18099
5.492	-0.24554094	3.6838
5.146	-0.24554094	4.87617
6.058	0.81612573	5.09186
5.931	-0.24554094	7.50096
4.35	1.44106881	0.86418
5.715	0.31791698	6.46865
2.273	-0.24554094	-5.05889
3.75	1.41397824	0.0169
5.629	-0.24554094	3.28279
3.781	0.95640573	4.72055
4.446	0.52957057	-0.06789
4.228	0.89032953	0.81767
5.541	0.05723462	0.09699
4.382	2.44319539	1.89768
5.028	0.95865671	3.02064
6.136	0.96165256	7.3344
5.393	0.33187884	6.90944
5.901	1.21617512	0.31358
6.04	0.46769002	5.69742
5.56	0.0260868	4.87049
4.918	1.65515005	6.21303
3.958	-0.06396636	1.98446
5.583	1.41288418	4.22372
4.676	-0.24554094	2.89186
5.841	0.3616712	4.17843
2.172	0.78347967	-5.05889
2.154	1.03104186	-5.05889
5.431	1.41507147	4.57433
3.695	0.90518872	7.91099
5.11	0.31440588	4.80344
2.52	0.567432	-5.05889
5.305	-0.2403673	6.26596
3.926	0.26796176	-0.86311
5.436	-0.24554094	3.48234
4.773	0.77498854	-3.51042
5.25	0.84399547	4.23261
4.258	-0.24554094	0.50187
3.734	2.27394236	-1.20336
3.177	-0.24208979	-1.93783
2.16	-0.24554094	-5.05889
2.189	1.19468561	-5.05889
1.957	1.61479909	-5.05889
3.723	0.53158803	5.78313
5.932	0.24723906	1.36238
5.533	-0.24554094	2.25268
3.985	2.85789333	-1.40923
4.467	0.08084928	4.55674
5.782	-0.24554094	-0.719
4.688	-0.02489305	1.36238
1.956	0.26311311	-5.05889
2.301	1.3974796	-5.05889
4.506	0.37970464	2.91414
3.5	0.57820881	4.62923
1.954	0.52957057	-5.05889
3.908	-0.24554094	4.1269
5.335	-0.24554094	3.14829
1.954	0.02465508	-5.05889
2.149	1.2733604	-3.51042
5.66	-0.24554094	7.7052
5.498	0.31791698	2.95769
5.682	0.52957057	-5.05889
4.128	1.7326163	5.26001
6.026	1.62853074	2.06631
2.344	2.52471802	1.32961
5.27	-0.24554094	0.4418
5.653	-0.22495677	3.39793
4.912	-0.24554094	0.71989
2.206	-0.23521213	-5.05889
2.225	-0.24554094	-5.05889
5.137	-0.24554094	3.65763
5.536	0.04880598	3.56915
4.47	-0.22495677	0.76961
4.558	-0.21816013	5.62498
4.772	1.224929	1.39443
5.248	1.32080204	1.42578
1.954	0.88635462	-1.02322
5.47	0.42491076	3.77183
6.049	0.50821308	4.81237
5.589	2.74069003	-1.64946
4.061	-0.24554094	4.68859
6.322	0.89268592	4.45404
2.083	1.25881404	-5.05889
5.11	2.76147027	-5.05889
3.246	0.01459305	5.9091
4.958	-0.1747457	3.49718
5.086	0.46663596	2.25268
4.9	1.87885851	-5.05889
4.245	3.93375197	-5.05889
5.219	-0.24554094	7.51287
4.061	-0.04429668	4.92636
4.215	2.08112807	2.35394
2.834	-0.09320349	1.29606
6.126	1.09860784	1.70669
4.515	0.52957057	7.38612
2.399	1.74092301	1.73199
2.155	-0.24554094	-5.05889
4.915	1.73524464	-2.29863
5.128	2.84192472	-0.719
5.275	1.39637295	1.07661
5.17	0.67813093	0.90924
2.539	-0.23521213	3.33325
3.006	5.7349155	-5.05889
1.96	5.61271812	-5.05889
4.725	-0.24554094	-0.86311
2.315	6.45237798	-5.05889
4.4	-0.03829895	2.12479
5.299	0.8152979	-5.05889
1.954	-0.24554094	-5.05889
5.028	-0.24554094	-1.64946
5.589	0.90984948	8.90934
2.358	4.74915877	-5.05889
2.647	3.50341228	-5.05889
5.863	0.76301586	2.71281
6.095	0.92988147	5.538
4.245	2.87368712	1.96324
3.101	0.52045591	4.60547
5.5	-0.24554094	1.94172
5.179	0.52957057	3.81982
4.857	0.09865194	-0.06789
4.385	2.82577738	-5.05889
3.829	1.70158874	0.71989
2.615	0.04457382	-5.05889
5.87	0.4968984	4.37594
5.328	1.18318125	-5.05889
2.24	1.6794686	-5.05889
6.373	-0.2403673	5.31127
6.224	0.77072374	6.67271
6.222	-0.24554094	6.01597
2.172	0.1819402	-5.05889
5.773	-0.24554094	8.70889
5.343	-0.23692847	2.52292
5.698	0.68992215	4.1599
5.689	1.05227639	4.90148
4.87	0.68720985	3.91126
2.232	9.444e-05	-5.05889
2.162	1.04664434	-5.05889
4.599	2.52421152	-0.58798
2.692	-0.24554094	-5.05889
2.464	1.97799769	-5.05889
2.461	-0.19128931	-5.05889
5.829	0.23861992	4.6123
3.07	-0.24554094	4.29761
3.953	0.72737199	3.99726
5.899	-0.24554094	2.86923
3.128	1.83214852	-5.05889
5.015	0.41292074	4.21478
2.81	2.31493414	-5.05889
5.255	0.52957057	4.0784
2.143	1.43353608	-5.05889
5.911	-0.24554094	7.20146
4.798	-0.24554094	5.26001
3.65	0.95865671	4.49527
5.247	-0.24554094	0.0169
5.661	0.48757429	2.04628
4.298	0.93598729	-3.51042
2.087	1.21680216	-5.05889
4.989	0.5184228	1.45646
5.6	-0.03829895	8.55147
3.709	5.4319839	0.95294
5.522	-0.24554094	0.24494
5.977	0.31908545	5.58389
6.252	-0.24554094	5.6715
5.56	0.980237	4.49156
4.787	-0.24554094	2.76277
6.043	0.52957057	2.70004
4.877	-0.24554094	4.21478
4.369	0.69533239	3.89456
4.811	0.08222769	5.81011
3.669	0.44002779	0.71989
4.198	0.69353064	8.43857
5.604	0.54962133	5.07959
1.954	0.87769593	-5.05889
4.607	0.09865194	2.68717
2.679	1.04664434	0.4418
3.376	2.07180023	1.70669
4.57	3.38146051	-5.05889
3.288	2.90164688	-5.05889
4.821	0.76644714	4.7549
5.277	1.3723668	2.57977
5.369	-0.24554094	3.77183
5.526	-0.03829895	4.52813
2.303	2.08628426	1.85225
4.635	0.14683175	1.03655
4.599	-0.24554094	1.57306
4.844	-0.24554094	5.60458
5.823	0.81281073	3.88894
2.499	-0.24554094	-5.05889
1.954	-0.24554094	-5.05889
2.476	-0.24554094	-5.05889
5.101	-0.24554094	7.03418
3.678	2.47184803	1.07661
5.401	1.00659207	3.9656
2.508	0.8464287	-0.58798
3.517	0.94736653	0.31358
2.071	0.31323362	-5.05889
5.629	-0.24554094	1.98446
5.08	0.43356891	1.91987
4.901	0.85047578	4.80643
5.137	-0.24554094	2.91414
3.794	-0.24554094	-1.93783
4.995	-0.24554094	-5.05889
2.264	2.39829002	-5.05889
2.778	2.07318595	-5.05889
2.141	-0.24554094	-5.05889
5.438	-0.24554094	-0.06789
3.786	-0.07313452	3.1102
4.29	0.87054027	2.4177
3.658	0.61006452	6.86367
5.458	1.69079676	2.02596
6.391	-0.24554094	1.29606
3.423	-0.24554094	1.29606
4.233	1.56493878	-2.29863
5.758	-0.24554094	6.63213
5.102	2.09654168	0.55954
4.899	2.38663424	-5.05889
3.825	0.73439658	0.50187
3.673	-0.01014242	0.0169
